route_id,stop_id,stop_sequence
2211_3,900000752366,5
2211_3,900000752306,6
2211_3,900000752386,7
2211_3,900000900386,8
2211_3,900000802906,9
2211_3,900000802246,10
2211_3,900000754401,11
2211_3,900000751646,12
2211_3,900000752206,13
2211_3,900000752216,14
2211_3,900000757046,15
2211_3,900000752176,16
2211_3,900000752196,17
2211_3,900000751406,18
2211_3,900000751386,19
2211_3,900000752436,20
2211_3,900000750426,21
2211_3,900000751336,22
2211_3,900000750966,23
2211_3,900000752026,24
2211_3,900000757676,25
2211_3,900000751916,26
2211_3,900000751977,27
2211_3,900000752156,28
2211_3,900000751326,29
2211_3,900000753066,30
2211_3,900000753096,31
2211_3,900000753166,32
2211_3,900000753381,33
2212_3,900000752031,0
2212_3,900000752021,1
2212_3,900000750961,2
2212_3,900000750971,3
2212_3,900000756901,4
2212_3,900000750966,5
2212_3,900000752026,6
2212_3,900000751121,7
2212_3,900000750781,8
2212_3,900000750796,9
2212_3,900000753856,10
2212_3,900000753876,11
2212_3,900000753886,12
2212_3,900000750201,13
2212_3,900000750226,14
2212_3,900000752706,15
2212_3,900000750336,16
2212_3,900000750326,17
2213_3,900000752451,0
2213_3,900000753431,1
2213_3,900000753391,2
2213_3,900000753451,3
2213_3,900000753396,4
2213_3,900000753436,5
2213_3,900000753486,6
2213_3,900000753466,7
2213_3,900000753416,8
2213_3,900000753401,9
2213_3,900000751337,10
2213_3,900000750426,11
2213_3,900000750446,12
2213_3,900000750436,13
2213_3,900000757161,14
2213_3,900000753331,15
2213_3,900000753476,16
2213_3,900000752966,17
2214_3,900000752181,0
2214_3,900000752176,1
2214_3,900000752196,2
2214_3,900000751406,3
2214_3,900000751391,4
2214_3,900000752436,5
2214_3,900000750426,6
2214_3,900000751336,7
2214_3,900000750966,8
2214_3,900000752026,9
2214_3,900000757676,10
2214_3,900000751916,11
2214_3,900000751977,12
2214_3,900000752156,13
2214_3,900000751326,14
2214_3,900000753066,15
2214_3,900000753096,16
2214_3,900000753166,17
2214_3,900000753381,18
2215_3,900000750161,0
2215_3,900000750071,1
2215_3,900000750126,2
2215_3,900000751791,3
2215_3,900000751101,4
2215_3,900000751111,5
2215_3,900000750831,6
2215_3,900000751001,7
2215_3,900000751021,8
2215_3,900000751041,9
2215_3,900000751051,10
2215_3,900000751061,11
2215_3,900000750311,12
2215_3,900000750321,13
2215_3,900000750331,14
2215_3,900000752701,15
2215_3,900000750211,16
2215_3,900000754346,17
2215_3,900000752666,18
2215_3,900000753146,19
2215_3,900000753256,20
2215_3,900000753381,21
2217_3,900000753096,0
2217_3,900000753166,1
2217_3,900000753381,2
2217_3,900000753211,3
2217_3,900000752981,4
2217_3,900000754221,5
2217_3,900000753561,6
2217_3,900000752421,7
2217_3,900000750881,8
2217_3,900000750861,9
2217_3,900000750871,10
2217_3,900000754281,11
2217_3,900000754261,12
2217_3,900000754271,13
2217_3,900000754286,14
2217_3,900000750891,15
2217_3,900000754441,16
2217_3,900000755991,17
2217_3,900000752556,18
2217_3,900000752541,19
2217_3,900000756821,20
2217_3,900000801671,21
2217_3,900000801941,22
2217_3,900000800166,23
2217_3,900000809501,24
2217_3,900000801871,25
2217_3,900000801881,26
2217_3,900000801891,27
2217_3,900000552211,28
2217_3,900000551981,29
2217_3,900000557981,30
2217_3,900000557961,31
2217_3,900000600151,32
2217_3,900000600741,33
2217_3,900000600191,34
2217_3,900000600011,35
2217_3,900000600211,36
2218_3,900000801676,0
2218_3,900000756826,1
2218_3,900000752546,2
2218_3,900000752551,3
2218_3,900000755996,4
2218_3,900000754446,5
2218_3,900000750896,6
2218_3,900000754281,7
2218_3,900000754261,8
2218_3,900000754271,9
2218_3,900000754286,10
2218_3,900000750876,11
2218_3,900000750866,12
2218_3,900000750886,13
2218_3,900000756561,14
2218_3,900000753536,15
2218_3,900000753716,16
2218_3,900000752246,17
2218_3,900000750026,18
2218_3,900000750521,19
2218_3,900000750636,20
2218_3,900000755636,21
2218_3,900000753996,22
2218_3,900000754006,23
2218_3,900000751776,24
2218_3,900000751786,25
2218_3,900000753381,26
2219_3,900000753591,0
2219_3,900000753571,1
2219_3,900000753586,2
2219_3,900000753171,3
2219_3,900000756301,4
2219_3,900000756586,5
2219_3,900000752831,6
2219_3,900000753201,7
2219_3,900000753031,8
2219_3,900000753121,9
2219_3,900000756521,10
2219_3,900000752986,11
2219_3,900000753216,12
2219_3,900000753046,13
2219_3,900000753381,14
2219_3,900000753321,15
2219_3,900000752866,16
2219_3,900000753161,17
2219_3,900000753091,18
2220_3,900000753321,0
2220_3,900000753381,1
2220_3,900000753291,2
2220_3,900000751781,3
2220_3,900000751772,4
2220_3,900000755631,5
2220_3,900000750631,6
2220_3,900000750521,7
2220_3,900000750511,8
2220_3,900000750501,9
2220_3,900000750176,10
2220_3,900000750191,11
2220_3,900000750186,12
2220_3,900000750826,13
2220_3,900000757316,14
2220_3,900000754146,15
2220_3,900000754166,16
2220_3,900000754151,17
2220_3,900000754781,18
2220_3,900000755636,19
2220_3,900000751786,20
2220_3,900000752856,21
2220_3,900000753381,22
2220_3,900000753321,23
2221_3,900000750901,0
2221_3,900000753681,1
2221_3,900000753671,2
2221_3,900000757301,3
2221_3,900000756826,4
2221_3,900000752546,5
2221_3,900000752551,6
2221_3,900000755996,7
2221_3,900000754446,8
2221_3,900000755991,9
2221_3,900000750531,10
2221_3,900000754396,11
2221_3,900000754386,12
2221_3,900000756436,13
2221_3,900000558171,14
2221_3,900000750686,15
2221_3,900000750676,16
2221_3,900000750681,17
2221_3,900000750666,18
2221_3,900000750611,19
2221_3,900000751086,20
2221_3,900000753656,21
2221_3,900000753661,22
2221_3,900000755031,23
2221_3,900000753901,24
2221_3,900000757181,25
2221_3,900000750901,26
2222_3,900000753321,0
2222_3,900000753381,1
2222_3,900000753161,2
2222_3,900000753021,3
2222_3,900000756511,4
2222_3,900000753281,5
2222_3,900000753366,6
2222_3,900000752941,7
2222_3,900000751831,8
2222_3,900000751811,9
2222_3,900000751821,10
2222_3,900000752501,11
2222_3,900000751931,12
2222_3,900000755072,13
2222_3,900000755081,14
2222_3,900000754181,15
2222_3,900000751921,16
2222_3,900000750911,17
2222_3,900000753801,18
2222_3,900000754241,19
2222_3,900000750761,20
2222_3,900000750471,21
2222_3,900000753551,22
2222_3,900000753971,23
2222_3,900000756801,24
2222_3,900000756811,25
2222_3,900000557826,26
2222_3,900000552426,27
2222_3,900000552411,28
2222_3,900000552421,29
2222_3,900000557821,30
2222_3,900000750301,31
2222_3,900000757066,32
2222_3,900000750251,33
2222_3,900000750266,34
2222_3,900000752871,35
2222_3,900000752776,36
2223_3,900000753381,0
2223_3,900000753581,1
2223_3,900000753591,2
2223_3,900000753571,3
2223_3,900000752731,4
2223_3,900000752741,5
2223_3,900000752711,6
2223_3,900000750271,7
2223_3,900000756421,8
2223_3,900000757236,9
2223_3,900000754191,10
2223_3,900000755071,11
2223_3,900000755081,12
2223_3,900000754181,13
2223_3,900000751921,14
2223_3,900000750911,15
2223_3,900000752751,16
2223_3,900000752126,17
2223_3,900000756786,18
2223_3,900000754706,19
2223_3,900000751816,20
2223_3,900000751836,21
2223_3,900000753362,22
2223_3,900000753286,23
2223_3,900000753026,24
2223_3,900000753166,25
2223_3,900000753381,26
2224_3,900000754201,0
2224_3,900000755071,1
2224_3,900000751936,2
2224_3,900000752507,3
2224_3,900000752511,4
2224_3,900000750276,5
2224_3,900000752711,6
2224_3,900000752721,7
2224_3,900000750291,8
2224_3,900000752276,9
2224_3,900000752096,10
2224_3,900000752086,11
2224_3,900000752656,12
2224_3,900000752646,13
2224_3,900000754216,14
2224_3,900000755081,15
2224_3,900000754181,16
2224_3,900000751921,17
2224_3,900000750911,18
2224_3,900000754691,19
2224_3,900000750911,20
2224_3,900000752751,21
2224_3,900000752126,22
2224_3,900000756786,23
2224_3,900000754706,24
2224_3,900000751816,25
2224_3,900000751836,26
2224_3,900000752946,27
2224_3,900000753362,28
2224_3,900000753306,29
2224_3,900000753286,30
2224_3,900000753026,31
2224_3,900000753166,32
2224_3,900000753381,33
2228_3,900000754081,0
2228_3,900000754031,1
2228_3,900000754051,2
2228_3,900000754076,3
2228_3,900000756406,4
2228_3,900000754096,5
2228_3,900000754046,6
2228_3,900000754116,7
2228_3,900000754026,8
2228_3,900000754016,9
2228_3,900000750726,10
2228_3,900000750716,11
2228_3,900000750706,12
2228_3,900000753136,13
2228_3,900000753256,14
2228_3,900000753381,15
2232_3,900000752591,0
2232_3,900000752626,1
2232_3,900000752606,2
2232_3,900000752616,3
2232_3,900000754321,4
2232_3,900000757246,5
2232_3,900000757276,6
2232_3,900000750461,7
2232_3,900000751881,8
2232_3,900000751861,9
2232_3,900000751876,10
2232_3,900000751841,11
2232_3,900000350231,12
2232_3,900000350221,13
2232_3,900000350071,14
2232_3,900000350111,15
2232_3,900000350156,16
2232_3,900000350176,17
2232_3,900000350126,18
2232_3,900000350191,19
2234_3,900000753381,0
2234_3,900000753091,1
2234_3,900000753131,2
2234_3,900000750701,3
2234_3,900000750711,4
2234_3,900000750721,5
2234_3,900000754011,6
2234_3,900000754021,7
2234_3,900000754111,8
2234_3,900000754041,9
2234_3,900000754091,10
2234_3,900000750741,11
2234_3,900000750731,12
2234_3,900000750751,13
2234_3,900000752591,14
2234_3,900000752626,15
2234_3,900000752606,16
2234_3,900000752616,17
2234_3,900000752586,18
2234_3,900000750926,19
2234_3,900000753916,20
2234_3,900000753936,21
2234_3,900000753941,22
2234_3,900000753951,23
2236_3,900000751416,0
2236_3,900000751526,1
2236_3,900000753896,2
2236_3,900000751626,3
2236_3,900000751636,4
2236_3,900000751361,5
2236_3,900000751736,6
2236_3,900000753526,7
2236_3,900000753496,8
2236_3,900000753766,9
2236_3,900000753771,10
2236_3,900000753786,11
2236_3,900000753756,12
2236_3,900000753846,13
2236_3,900000753866,14
2236_3,900000753876,15
2236_3,900000753886,16
2236_3,900000750201,17
2236_3,900000750211,18
2236_3,900000754346,19
2236_3,900000752666,20
2236_3,900000753146,21
2236_3,900000753256,22
2236_3,900000753096,23
2236_3,900000753166,24
2236_3,900000753381,25
2237_3,900000750031,0
2237_3,900000750041,1
2237_3,900000750061,2
2237_3,900000750051,3
2237_3,900000751301,4
2237_3,900000751296,5
2237_3,900000700306,6
2237_3,900000700316,7
2237_3,900000751136,8
2237_3,900000756596,9
2237_3,900000752146,10
2237_3,900000751506,11
2237_3,900000751531,12
2238_3,900000751101,0
2238_3,900000751111,1
2238_3,900000750831,2
2238_3,900000751001,3
2238_3,900000751021,4
2238_3,900000751041,5
2238_3,900000751036,6
2238_3,900000753811,7
2238_3,900000752786,8
2238_3,900000757016,9
2238_3,900000752791,10
2238_3,900000756851,11
2238_3,900000755976,12
2238_3,900000751456,13
2238_3,900000751541,14
2238_3,900000751521,15
2238_3,900000757771,16
2238_3,900000751531,17
2239_3,900000752791,0
2239_3,900000752781,1
2239_3,900000753816,2
2239_3,900000751031,3
2239_3,900000751041,4
2239_3,900000751051,5
2239_3,900000751071,6
2239_3,900000753701,7
2239_3,900000753691,8
2239_3,900000750241,9
2239_3,900000750691,10
2239_3,900000753891,11
2239_3,900000751541,12
2239_3,900000751521,13
2239_3,900000751411,14
2239_3,900000751531,15
2240_3,900000751531,0
2240_3,900000751416,1
2240_3,900000751526,2
2240_3,900000751541,3
2240_3,900000753896,4
2240_3,900000751626,5
2240_3,900000751616,6
2240_3,900000754336,7
2240_3,900000755626,8
2240_3,900000751691,9
2240_3,900000756831,10
2240_3,900000751711,11
2240_3,900000751671,12
2240_3,900000751661,13
2240_3,900000751741,14
2240_3,900000751751,15
2240_3,900000751761,16
2240_3,900000751727,17
2240_3,900000753506,18
2240_3,900000752467,19
2240_3,900000753526,20
2240_3,900000753496,21
2240_3,900000753511,22
2240_3,900000753771,23
2240_3,900000753786,24
2240_3,900000753756,25
2242_3,900000752391,0
2242_3,900000752071,1
2242_3,900000752051,2
2242_3,900000752061,3
2242_3,900000752471,4
2242_3,900000754661,5
2242_3,900000751131,6
2242_3,900000756596,7
2242_3,900000752146,8
2242_3,900000751531,9
2244_3,900000751491,0
2244_3,900000751416,1
2244_3,900000751441,2
2244_3,900000751696,3
2244_3,900000755621,4
2244_3,900000754331,5
2244_3,900000751611,6
2244_3,900000751636,7
2244_3,900000751361,8
2244_3,900000751736,9
2244_3,900000753526,10
2244_3,900000753496,11
2244_3,900000753766,12
2244_3,900000753771,13
2244_3,900000753426,14
2244_3,900000753396,15
2244_3,900000753436,16
2244_3,900000753416,17
2244_3,900000753401,18
2244_3,900000751337,19
2244_3,900000750421,20
2245_3,900000800661,0
2245_3,900000803431,1
2245_3,900000800271,2
2245_3,900000800146,3
2245_3,900000803726,4
2245_3,900000800576,5
2245_3,900000800496,6
2245_3,900000805626,7
2245_3,900000808121,8
2245_3,900000806861,9
2245_3,900000808241,10
2245_3,900000808251,11
2245_3,900000808261,12
2245_3,900000806866,13
2245_3,900000808126,14
2245_3,900000805621,15
2245_3,900000800491,16
2245_3,900000800571,17
2245_3,900000803721,18
2245_3,900000800141,19
2245_3,900000800421,20
2245_3,900000802056,21
2245_3,900000800661,22
2246_3,900000800121,0
2246_3,900000800391,1
2246_3,900000802081,2
2246_3,900000806871,3
2246_3,900000802496,4
2246_3,900000802476,5
2246_3,900000802236,6
2246_3,900000800606,7
2246_3,900000800536,8
2246_3,900000800527,9
2246_3,900000800516,10
2246_3,900000802126,11
2246_3,900000802116,12
2246_3,900000800662,13
2246_3,900000803751,14
2246_3,900000802071,15
2246_3,900000800352,16
2246_3,900000800271,17
2246_3,900000800561,18
2246_3,900000800411,19
2246_3,900000802061,20
2246_3,900000800581,21
2246_3,900000803741,22
2247_3,900000800663,0
2247_3,900000803431,1
2247_3,900000800271,2
2247_3,900000800561,3
2247_3,900000800361,4
2247_3,900000800651,5
2247_3,900000805291,6
2247_3,900000805311,7
2247_3,900000803891,8
2247_3,900000803901,9
2247_3,900000803881,10
2247_3,900000804841,11
2247_3,900000803871,12
2247_3,900000800226,13
2247_3,900000808131,14
2247_3,900000802071,15
2247_3,900000800352,16
2247_3,900000803436,17
2247_3,900000800371,18
2247_3,900000800663,19
2249_3,900000800001,0
2249_3,900000805356,1
2249_3,900000805341,2
2249_3,900000800026,3
2249_3,900000800056,4
2249_3,900000800046,5
2249_3,900000801666,6
2249_3,900000800996,7
2249_3,900000801011,8
2249_3,900000800792,9
2249_3,900000800811,10
2249_3,900000800831,11
2249_3,900000801111,12
2249_3,900000801086,13
2249_3,900000803671,14
2249_3,900000801156,15
2249_3,900000801926,16
2249_3,900000801916,17
2249_3,900000800946,18
2249_3,900000800501,19
2249_3,900000800281,20
2249_3,900000800226,21
2249_3,900000808131,22
2249_3,900000802071,23
2249_3,900000800352,24
2249_3,900000800271,25
2249_3,900000800421,26
2249_3,900000802056,27
2249_3,900000800665,28
2249_3,900000802111,29
2249_3,900000800431,30
2249_3,900000800151,31
2258_3,900000803121,0
2258_3,900000803116,1
2258_3,900000803096,2
2258_3,900000803081,3
2258_3,900000803106,4
2258_3,900000801256,5
2258_3,900000801246,6
2258_3,900000801216,7
2258_3,900000806486,8
2258_3,900000801226,9
2258_3,900000801026,10
2258_3,900000800136,11
2258_3,900000801846,12
2258_3,900000801836,13
2258_3,900000804611,14
2258_3,900000801816,15
2258_3,900000800111,16
2258_3,900000803376,17
2258_3,900000801756,18
2258_3,900000800896,19
2258_3,900000800886,20
2258_3,900000805431,21
2258_3,900000805221,22
2258_3,900000805436,23
2258_3,900000802216,24
2258_3,900000803696,25
2258_3,900000802196,26
2258_3,900000800556,27
2258_3,900000800236,28
2258_3,900000800591,29
2258_3,900000800667,30
2258_3,900000803431,31
2258_3,900000800271,32
2259_3,900000802571,0
2259_3,900000802581,1
2259_3,900000803451,2
2259_3,900000805631,3
2259_3,900000809491,4
2259_3,900000801651,5
2259_3,900000800946,6
2259_3,900000800501,7
2259_3,900000800281,8
2259_3,900000800226,9
2259_3,900000808131,10
2259_3,900000800251,11
2259_3,900000800371,12
2259_3,900000800663,13
2259_3,900000802111,14
2259_3,900000800431,15
2260_3,900000800431,0
2260_3,900000800151,1
2260_3,900000802231,2
2260_3,900000800591,3
2260_3,900000800381,4
2260_3,900000800664,5
2260_3,900000803751,6
2260_3,900000802071,7
2260_3,900000800352,8
2260_3,900000800271,9
2260_3,900000800421,10
2260_3,900000802056,11
2260_3,900000800596,12
2260_3,900000800231,13
2260_3,900000800551,14
2260_3,900000802191,15
2260_3,900000803691,16
2260_3,900000808471,17
2260_3,900000802211,18
2260_3,900000805431,19
2260_3,900000805221,20
2260_3,900000803421,21
2260_3,900000806621,22
2260_3,900000802671,23
2260_3,900000802681,24
2260_3,900000803461,25
2260_3,900000801451,26
2260_3,900000802691,27
2260_3,900000802701,28
2260_3,900000802741,29
2260_3,900000802181,30
2260_3,900000802206,31
2265_3,900000802336,0
2265_3,900000805131,1
2265_3,900000805141,2
2265_3,900000805151,3
2265_3,900000809426,4
2265_3,900000801776,5
2265_3,900000805096,6
2265_3,900000801766,7
2265_3,900000801271,8
2265_3,900000801386,9
2265_3,900000801626,10
2265_3,900000801611,11
2265_3,900000801621,12
2265_3,900000801636,13
2265_3,900000801306,14
2265_3,900000801316,15
2265_3,900000802566,16
2265_3,900000803536,17
2265_3,900000801046,18
2265_3,900000808586,19
2265_3,900000801036,20
2265_3,900000801326,21
2265_3,900000806666,22
2265_3,900000801336,23
2265_3,900000801906,24
2265_3,900000802156,25
2265_3,900000600026,26
2265_3,900000600146,27
2265_3,900000600126,28
2265_3,900000600056,29
2265_3,900000600211,30
2265_3,900000600206,31
2265_3,900000600106,32
2267_3,900000800431,0
2267_3,900000800151,1
2267_3,900000802231,2
2267_3,900000800591,3
2267_3,900000800664,4
2267_3,900000803751,5
2267_3,900000802071,6
2267_3,900000800352,7
2267_3,900000800271,8
2267_3,900000800561,9
2267_3,900000800411,10
2267_3,900000802061,11
2267_3,900000800171,12
2267_3,900000800461,13
2267_3,900000801181,14
2267_3,900000803291,15
2267_3,900000803411,16
2267_3,900000805561,17
2267_3,900000753476,18
2267_3,900000752966,19
2267_3,900000801971,20
2267_3,900000801986,21
2267_3,900000801961,22
2267_3,900000800711,23
2267_3,900000800746,24
2267_3,900000800721,25
2267_3,900000802831,26
2267_3,900000802826,27
2267_3,900000801076,28
2267_3,900000751646,29
2268_3,900000800431,0
2268_3,900000800151,1
2268_3,900000802231,2
2268_3,900000800591,3
2268_3,900000800666,4
2268_3,900000803751,5
2268_3,900000802071,6
2268_3,900000800352,7
2268_3,900000800271,8
2268_3,900000800561,9
2268_3,900000800361,10
2268_3,900000800651,11
2268_3,900000803201,12
2268_3,900000802031,13
2268_3,900000802021,14
2268_3,900000802041,15
2268_3,900000802971,16
2268_3,900000802981,17
2268_3,900000801951,18
2268_3,900000801401,19
2268_3,900000800731,20
2268_3,900000801051,21
2269_3,900000800431,0
2269_3,900000800151,1
2269_3,900000802231,2
2269_3,900000800591,3
2269_3,900000800381,4
2269_3,900000800662,5
2269_3,900000803751,6
2269_3,900000802071,7
2269_3,900000800352,8
2269_3,900000800271,9
2269_3,900000800146,10
2269_3,900000802106,11
2269_3,900000800456,12
2269_3,900000800081,13
2269_3,900000803321,14
2269_3,900000802661,15
2269_3,900000802896,16
2270_3,900000802261,0
2270_3,900000801931,1
2270_3,900000802751,2
2270_3,900000802761,3
2270_3,900000802636,4
2270_3,900000802621,5
2270_3,900000802611,6
2270_3,900000802631,7
2270_3,900000801931,8
2270_3,900000802261,9
2270_3,900000800106,10
2270_3,900000805466,11
2270_3,900000803441,12
2270_3,900000802161,13
2270_3,900000805461,14
2270_3,900000800081,15
2270_3,900000800451,16
2270_3,900000802101,17
2270_3,900000800341,18
2270_3,900000803721,19
2270_3,900000800141,20
2270_3,900000800561,21
2270_3,900000800541,22
2270_3,900000803436,23
2270_3,900000800371,24
2270_3,900000800662,25
2270_3,900000802111,26
2270_3,900000800151,27
2272_3,900000800431,0
2272_3,900000802116,1
2272_3,900000803751,2
2272_3,900000802071,3
2272_3,900000800352,4
2272_3,900000800271,5
2272_3,900000800421,6
2272_3,900000802056,7
2272_3,900000800666,8
2272_3,900000802111,9
2272_3,900000802121,10
2272_3,900000802136,11
2272_3,900000802776,12
2272_3,900000802781,13
2272_3,900000801806,14
2272_3,900000805381,15
2272_3,900000800921,16
2272_3,900000805471,17
2272_3,900000801571,18
2272_3,900000804851,19
2272_3,900000800901,20
2272_3,900000801271,21
2272_3,900000801386,22
2272_3,900000801626,23
2272_3,900000801611,24
2272_3,900000801621,25
2272_3,900000801636,26
2272_3,900000801306,27
2272_3,900000801316,28
2412_3,900000752021,0
2412_3,900000751121,1
2412_3,900000750781,2
2412_3,900000750796,3
2412_3,900000753856,4
2412_3,900000753876,5
2412_3,900000753886,6
2412_3,900000750201,7
2412_3,900000750211,8
2412_3,900000754351,9
2412_3,900000751981,10
2412_3,900000751967,11
2412_3,900000751971,12
2412_3,900000752156,13
2412_3,900000751326,14
2412_3,900000753066,15
2412_3,900000753096,16
2412_3,900000753166,17
2412_3,900000753381,18
2413_3,900000753381,0
2413_3,900000753091,1
2413_3,900000753061,2
2413_3,900000751321,3
2413_3,900000751311,4
2413_3,900000752151,5
2413_3,900000751976,6
2413_3,900000751961,7
2413_3,900000751971,8
2413_3,900000752821,9
2413_3,900000750231,10
2413_3,900000752281,11
2413_3,900000752291,12
2413_3,900000754651,13
2413_3,900000752026,14
3006_3,000000500005,0
3006_3,000000540052,1
3006_3,000000100207,2
3006_3,000000100087,3
3012_3,900000651461,0
3012_3,900000651451,1
3012_3,900000651421,2
3012_3,900000652821,3
3012_3,900000651491,4
3012_3,900000651096,5
3012_3,900000651886,6
3012_3,900000651837,7
3012_3,900000651846,8
3012_3,900000651896,9
3012_3,900000651826,10
3012_3,900000651901,11
3012_3,900000650401,12
3012_3,900000704126,13
3012_3,900000650411,14
3012_3,900000650421,15
3012_3,900000651856,16
3012_3,900000653396,17
3012_3,900000652911,18
3012_3,900000651716,19
3012_3,900000650386,20
3012_3,900000650741,21
3012_3,900000650381,22
3012_3,900000651711,23
3012_3,900000652911,24
3012_3,900000651726,25
3012_3,900000650626,26
3012_3,900000656551,27
3012_3,900000656541,28
3076_3,000000640004,0
3076_3,000000640007,1
3076_3,000000640008,2
3076_3,000000640009,3
3076_3,000000640010,4
3076_3,000000640012,5
3076_3,000000640013,6
3076_3,000000640014,7
3076_3,000000640018,8
3076_3,000000640023,9
3076_3,000000300001,10
3076_3,000000300002,11
3076_3,000000300003,12
3076_3,000000300004,13
3076_3,000000300005,14
3076_3,000000300007,15
3076_3,000000300046,16
3076_3,000000300095,17
3076_3,000000300093,18
3076_3,000000300160,19
3076_3,000000300050,20
3076_3,000000300065,21
3076_3,000000250254,22
3076_3,000000250151,23
3076_3,000000250141,24
3076_3,000000250108,25
3076_3,000000250109,26
3147_3,000000230059,0
3147_3,000000230246,1
3147_3,000000230032,2
3147_3,000000230039,3
3147_3,000000240001,4
3147_3,000000240002,5
3147_3,000000240003,6
3147_3,000000240005,7
3147_3,000000240083,8
3147_3,000000240084,9
3147_3,000000240085,10
3147_3,000000240088,11
3147_3,000000240089,12
3147_3,000000240090,13
3147_3,000000240091,14
3147_3,000000240092,15
3147_3,000000240093,16
3147_3,000000240175,17
3147_3,000000240249,18
3147_3,000000240178,19
3147_3,000000240179,20
3147_3,000000240255,21
3147_3,000000240180,22
3147_3,000000240181,23
3147_3,000000240119,24
3147_3,000000240124,25
3336_3,000000280230,0
3336_3,000000280045,1
3336_3,000000280047,2
3336_3,000000270082,3
3336_3,000000280248,4
3336_3,000000280249,5
3336_3,000000280250,6
3336_3,000000280251,7
3336_3,000000280252,8
3336_3,000000280253,9
3336_3,000000280254,10
3336_3,000000280255,11
3336_3,000000280256,12
3336_3,000000280257,13
3336_3,000000270125,14
3336_3,000000270123,15
3336_3,000000270124,16
3336_3,000000270074,17
3336_3,000000280231,18
3336_3,000000280229,19
3337_3,000000280229,0
3337_3,000000280010,1
3337_3,000000280014,2
3337_3,000000280016,3
3337_3,000000280017,4
3337_3,000000270050,5
3337_3,000000270381,6
3337_3,000000270351,7
3337_3,000000270361,8
3337_3,000000270371,9
3337_3,000000270071,10
3337_3,000000270072,11
3337_3,000000270073,12
3337_3,000000270074,13
3337_3,000000270077,14
3337_3,000000270080,15
3337_3,000000270081,16
3337_3,000000280048,17
3337_3,000000280049,18
3337_3,000000280008,19
3337_3,000000280009,20
3337_3,000000280229,21
3361_3,000000370074,0
3361_3,000000370005,1
3361_3,000000370452,2
3361_3,000000370426,3
3361_3,000000370427,4
3361_3,000000370428,5
3361_3,000000370429,6
3361_3,000000370430,7
3361_3,000000370063,8
3361_3,000000370064,9
3361_3,000000370009,10
3361_3,000000370025,11
3361_3,000000370026,12
3361_3,000000370050,13
3361_3,000000370051,14
3361_3,000000370052,15
3361_3,000000370376,16
3361_3,000000370053,17
3361_3,000000370016,18
3536_3,000000210156,0
3536_3,000000210157,1
3536_3,000000210158,2
3536_3,000000210159,3
3536_3,000000210160,4
3536_3,000000210168,5
3536_3,000000210161,6
3536_3,000000210162,7
3536_3,000000210163,8
3536_3,000000210164,9
3536_3,000000210151,10
3536_3,000000230203,11
3536_3,000000230204,12
3536_3,000000230281,13
3536_3,000000230223,14
3536_3,000000230224,15
3536_3,000000230225,16
3536_3,000000230226,17
3536_3,000000230227,18
3576_3,900000752251,0
3576_3,900000753711,1
3576_3,900000753531,2
3576_3,900000756566,3
3576_3,900000752426,4
3576_3,900000753566,5
3576_3,900000754226,6
3576_3,900000752106,7
3576_3,900000752116,8
3576_3,900000750011,9
3576_3,900000750521,10
3576_3,900000750636,11
3576_3,900000754786,12
3576_3,900000754156,13
3576_3,900000754161,14
3576_3,900000754141,15
3576_3,900000757311,16
3576_3,900000750821,17
3576_3,900000750187,18
3576_3,900000750196,19
3576_3,900000750171,20
3576_3,900000750506,21
3576_3,900000755671,22
3576_3,900000752251,23
3611_3,900000751531,0
3611_3,900000751416,1
3611_3,900000751541,2
3611_3,900000753896,3
3611_3,900000751626,4
3611_3,900000751616,5
3611_3,900000754336,6
3611_3,900000755626,7
3611_3,900000751696,8
3611_3,900000751711,9
3611_3,900000751671,10
3611_3,900000751661,11
3611_3,900000751741,12
3611_3,900000751751,13
3611_3,900000751721,14
3611_3,900000753506,15
3611_3,900000752466,16
3611_3,900000753526,17
3611_3,900000753496,18
3611_3,900000753766,19
3611_3,900000753771,20
3611_3,900000750481,21
3611_3,900000753701,22
3611_3,900000753691,23
3611_3,900000750241,24
3611_3,900000750691,25
3726_3,900000803121,0
3726_3,900000803116,1
3726_3,900000803096,2
3726_3,900000803081,3
3726_3,900000803106,4
3726_3,900000801256,5
3726_3,900000801246,6
3726_3,900000805896,7
3726_3,900000805886,8
3726_3,900000805876,9
3726_3,900000805866,10
3726_3,900000805856,11
3726_3,900000805846,12
3726_3,900000805836,13
3726_3,900000805827,14
3726_3,900000805816,15
3726_3,900000805806,16
3726_3,900000805796,17
3726_3,900000805786,18
3726_3,900000805766,19
3726_3,900000806466,20
3726_3,900000806456,21
3726_3,900000806446,22
3726_3,900000806436,23
3726_3,900000806426,24
3726_3,900000806416,25
3726_3,900000806406,26
3726_3,900000806396,27
3726_3,900000806386,28
3726_3,900000901366,29
3726_3,900000901356,30
3726_3,900000901346,31
3726_3,900000901326,32
3726_3,900000901306,33
3726_3,900000901291,34
3727_3,900000803121,0
3727_3,900000805971,1
3727_3,900000806371,2
3727_3,900000806361,3
3727_3,900000806356,4
3727_3,900000806346,5
3727_3,900000806336,6
3727_3,900000803116,7
3727_3,900000803096,8
3727_3,900000803081,9
3727_3,900000806326,10
3727_3,900000806316,11
3727_3,900000806306,12
3727_3,900000805856,13
