000000000007,1
000000000230,0
000000000422,1
000000000652,1
000000000660,1
000000000661,1
000000000668,1
000000000669,1
000000000689,1
000000000691,1
000000000693,1
000000000715,0
000000000716,0
000000000747,1
000000000748,1
000000000749,1
000000000750,1
000000000751,1
000000000826,1
000000000827,1
000000000829,1
000000000830,1
000000000831,1
000000000836,1
000000000837,1
000000000838,1
000000000866,1
000000000867,1
000000000868,1
000000000869,1
000000000870,1
000000000871,1
000000000872,1
000000000873,1
000000000874,1
000000000875,1
000000000876,1
000000000877,1
000000000878,1
000000000879,1
000000000880,1
000000000881,1
000000000915,1
000000000916,1
000000000917,1
000000000918,1
000000000919,1
000000000920,1
000000000922,1
000000000923,1
000000000925,1
000000000926,1
000000000927,1
000000000928,1
000000000929,1
000000000930,1
000000000931,1
000000000932,1
000000000933,1
000000000934,1
000000000935,1
000000000936,1
000000000937,1
000000000938,1
000000000939,1
000000000940,1
000000000941,1
000000000942,1
000000000943,1
000000000944,1
000000000945,1
000000000946,1
000000000947,1
000000000948,1
000000000950,1
000000000951,1
000000000952,1
000000000953,1
000000000954,1
000000000955,1
000000000956,1
000000000957,1
000000000958,1
000000000959,1
000000000960,1
000000000961,1
000000000962,1
000000000963,1
000000000964,1
000000000965,1
000000000966,1
000000000967,1
000000000971,0
000000000972,1
000000001101G,1
000000002100,1
000000002101,0
000000025011G,1
000000025031G,1
000000025051,1
000000025071,1
000000025091,1
000000039019,1
000000039021,1
000000100001G,0
000000100009G,0
000000100011G,0
000000100012G,1
000000100015,1
000000100017,0
000000100018G,1
000000100019,1
000000100020,0
000000100021,1
000000100022,1
000000100024G,1
000000100025G,1
000000100026,0
000000100027,1
000000100028G,1
000000100029,0
000000100030,1
000000100031,0
000000100032,1
000000100033G,0
000000100034G,0
000000100035G,0
000000100036G,0
000000100038G,0
000000100042,1
000000100043,0
000000100045G,1
000000100047G,1
000000100048G,1
000000100049G,1
000000100050G,1
000000100076G,1
000000100077G,0
000000100087,1
000000100087G,1
000000100088,0
000000100088G,1
000000100089,0
000000100092,1
000000100094,0
000000100096,0
000000100101,0
000000100103G,1
000000100104,0
000000100105G,1
000000100108,0
000000100132G,0
000000100133,1
000000100135,1
000000100136,1
000000100137,1
000000100138,1
000000100139,0
000000100140,0
000000100141,0
000000100142,0
000000100143,0
000000100144,0
000000100145,1
000000100146,1
000000100147,1
000000100148,1
000000100150,0
000000100151,1
000000100152,1
000000100154,0
000000100155,0
000000100157,1
000000100158,1
000000100160,1
000000100161,1
000000100163,0
000000100164,0
000000100165,0
000000100166,1
000000100167,1
000000100168,1
000000100169,1
000000100170,1
000000100171,0
000000100172,0
000000100173,1
000000100176,0
000000100177,1
000000100179,1
000000100181,1
000000100182,1
000000100183,1
000000100184,1
000000100185,1
000000100186,1
000000100187,1
000000100188,0
000000100189,0
000000100190,0
000000100191,0
000000100192,0
000000100193,0
000000100194,0
000000100195,0
000000100196,0
000000100197,1
000000100201,1
000000100202,1
000000100206,0
000000100206G,1
000000100207,1
000000100207G,0
000000100213,0
000000100223,0
000000100224,1
000000100313,1
000000109100,1
000000109101,1
000000109102,1
000000109103,1
000000109106,1
000000109107,0
000000109108,1
000000109109,1
000000109110,1
000000109111,1
000000109112,1
000000109113,1
000000109116,1
000000109117,1
000000109119,1
000000110001G,1
000000110002G,1
000000110005,0
000000110007G,0
000000110009,0
000000110010,1
000000110011G,0
000000110012G,0
000000110014G,1
000000110021G,1
000000110028G,1
000000110030,1
000000110031G,1
000000110032,0
000000110033G,0
000000110034,0
000000110040,1
000000110044,1
000000110045G,0
000000110046G,0
000000110047G,1
000000110050,0
000000110051G,0
000000110052G,1
000000110053G,0
000000110054G,1
000000110055G,0
000000110056G,1
000000110057G,0
000000110058G,1
000000110059G,0
000000110060G,1
000000110062G,1
000000110063G,0
000000110064,1
000000110065,0
000000110066G,0
000000110067G,1
000000110068,0
000000110069,1
000000110070,0
000000110071,1
000000110072,0
000000110073,1
000000110074G,0
000000110075G,1
000000110076G,0
000000110078G,0
000000110079G,1
000000110081,0
000000110085G,1
000000110094G,1
000000110095G,0
000000110100,1
000000110101,0
000000110103,1
000000110105,0
000000110106,0
000000110107,1
000000110108,1
000000110109,0
000000110110,1
000000110111,0
000000110112,1
000000110114,1
000000110115,0
000000110116,1
000000110119,0
000000110120,1
000000110122,0
000000110125G,1
000000110128G,0
000000110133,0
000000110135,0
000000110136,1
000000110137,1
000000110138,0
000000110139,1
000000110140G,1
000000110142,1
000000110144,1
000000110148,0
000000110149,1
000000110152,1
000000110153,1
000000110154,1
000000110158G,0
000000110159G,1
000000110176,1
000000110177,0
000000110178,1
000000110187G,0
000000110190G,1
000000110191G,1
000000110192,0
000000110194G,0
000000110195G,1
000000110541G,0
000000110542G,1
000000110611G,0
000000110622G,0
000000110623G,1
000000110641,0
000000110642,1
000000119102,1
000000119103,1
000000119104,1
000000119105,1
000000119106,1
000000119107,1
000000130725,1
000000190008,0
000000190613,0
000000190614,1
000000210000,1
000000210001G,1
000000210002,1
000000210003G,1
000000210004G,1
000000210005G,1
000000210007,1
000000210008,1
000000210009,1
000000219100,1
000000219101,1
000000219102,1
000000219103,1
000000219104,1
000000219105,1
000000219107,1
000000219108,1
000000236000,1
000000236001,1
000000236002,1
000000236003,1
000000236004,1
000000250098,0
000000250099,0
000000250100,0
000000250102,0
000000250105,0
000000250108,1
000000250109,1
000000250110,1
000000250141,1
000000250151,1
000000259021,1
000000259031,1
000000259100,1
000000259101,1
000000259104,1
000000259105,0
000000259108,1
000000259109,0
000000259110,1
000000259111,0
000000260001,0
000000260002,0
000000260003,0
000000260005,0
000000260109,1
000000260114,1
000000260115,1
000000260116,1
000000293001,1
000000293002,1
000000293003,1
000000300174,0
000000300671,1
000000300681,1
000000300691,1
000000300701,1
000000300711,1
000000300721,0
000000300722,1
000000300731,1
000000300741,1
000000300751,1
000000300761,1
000000300771,0
000000300772,1
000000300781,0
000000300782,1
000000300791,1
000000300801,1
000000320026G,1
000000320028,1
000000320029,1
000000320031,1
000000320032,1
000000320038G,1
000000320073G,1
000000320074G,0
000000320077G,0
000000320078G,0
000000320084G,1
000000320085G,1
000000320089G,0
000000320092G,0
000000320136,1
000000320137,1
000000320148G,0
000000320381G,0
000000320382G,1
000000320431G,0
000000320432G,1
000000360013G,1
000000360014,1
000000360054,0
000000360055,0
000000360070,1
000000360071,1
000000360072,0
000000360073,0
000000360074,1
000000360075,1
000000360076,1
000000360079,0
000000360080,0
000000360081,0
000000360082G,0
000000360083G,0
000000360084G,1
000000360085G,1
000000360101,0
000000360102,0
000000360103,1
000000360104,1
000000360296,1
000000360297,0
000000360358G,1
000000360359G,1
000000360374,1
000000360385,0
000000360389G,0
000000360390G,1
000000360391,0
000000360961G,0
000000360962G,1
000000361011G,0
000000361012G,1
000000395362,0
000000395363,1
000000395366,1
000000400001,0
000000400002,0
000000400003,1
000000400004,0
000000400005,1
000000400006,1
000000400007,1
000000400008,0
000000400009,1
000000400010,0
000000400011,1
000000400012,1
000000400013,0
000000400014,0
000000400015,1
000000400016,1
000000400017,1
000000400017G,1
000000400018,1
000000400019,0
000000400020,1
000000400021,1
000000400023,1
000000400024,1
000000400025,1
000000400026,1
000000400027,0
000000400028,0
000000400029,0
000000400030,0
000000400031,1
000000400034,1
000000400037,0
000000400039,0
000000400040,0
000000400042,1
000000400044,1
000000400045,1
000000400047,1
000000400057,0
000000400060,0
000000409100,1
000000409101,0
000000409102,1
000000410002,0
000000410003,0
000000410005,0
000000410007,1
000000410010,1
000000410012,1
000000410013,0
000000410015,0
000000410016,0
000000410018,1
000000410019,1
000000410020,1
000000410021,1
000000410025,1
000000410026,1
000000410027,1
000000410029,1
000000410030,1
000000410031,1
000000410033,1
000000410034,1
000000410035,1
000000410037,0
000000410038,1
000000410039,1
000000410041,0
000000410042,0
000000410043,0
000000410044,1
000000410045,0
000000410047,0
000000410048,1
000000410049,0
000000410050,1
000000410053,0
000000410054,1
000000410055,1
000000410056,1
000000410057,0
000000410058,1
000000410059,1
000000410060,1
000000410062,1
000000410063,0
000000410064,0
000000410065,0
000000410066,0
000000410067,1
000000410068,1
000000410069,1
000000410070,1
000000410071,1
000000410072,0
000000410074,1
000000410075,1
000000410079,1
000000410080,0
000000410081,1
000000410084,0
000000410085,0
000000410086,0
000000410087,1
000000410088,1
000000410089,1
000000410090,1
000000410093,0
000000410094,0
000000410095,0
000000410096,0
000000410097,1
000000410098,1
000000410099,1
000000410100,0
000000410101,0
000000410102,1
000000410103,1
000000410104,0
000000410105,1
000000410106,1
000000410107,1
000000410108,1
000000410112,0
000000410115,1
000000410116,1
000000410119,1
000000410120,1
000000410121,1
000000410122,1
000000410125,1
000000410128,1
000000410129,1
000000410130,1
000000410131,1
000000410133,1
000000410134,1
000000410135,0
000000410136,1
000000410137,1
000000410138,1
000000410139,1
000000410140,1
000000410143,1
000000410147,1
000000410148,1
000000410150,0
000000410152,0
000000410153,1
000000410155,1
000000410157,1
000000410158,1
000000410159,1
000000410162,1
000000410163,1
000000410164,1
000000410165,1
000000410168,1
000000410171,1
000000410172,0
000000410173,1
000000410176,1
000000410177,1
000000410180,1
000000410181,1
000000410183,1
000000410193,0
000000410194,0
000000410197,0
000000410205,0
000000410206,1
000000410211,1
000000410212,0
000000410213,1
000000410214,1
000000419102,1
000000419103,0
000000419104,1
000000419106,1
000000420000,1
000000420001,0
000000420002,1
000000420003,1
000000420004,0
000000420005,1
000000420006,0
000000420007,0
000000420008,0
000000420011,0
000000420012,0
000000420013,0
000000420014,1
000000420015,1
000000420016,1
000000420017,1
000000420021,0
000000420023,0
000000420024,0
000000420025,0
000000420027,0
000000420028,1
000000420030,1
000000420031,1
000000420032,1
000000420033,1
000000420034,0
000000420038,1
000000420039,1
000000420040,1
000000420042,1
000000420043,1
000000420044,1
000000420045,1
000000420058,1
000000420059,1
000000420060,1
000000420061,1
000000420062,1
000000420068,1
000000420069,1
000000420075,1
000000420077,1
000000420078,1
000000420079,1
000000420081,1
000000420082,1
000000420083,1
000000420084,1
000000420086,1
000000420088,0
000000420090,1
000000420098,1
000000420099,0
000000420100,1
000000420101,0
000000420102,0
000000420103,1
000000420104,1
000000420105,0
000000420106,0
000000420107,1
000000420108,1
000000420109,1
000000429100,1
000000429101,0
000000430003,0
000000430004,1
000000430005,1
000000430006,1
000000430007,1
000000430009,1
000000430010,1
000000430011,1
000000430012,1
000000430013,1
000000430014,1
000000430015,1
000000430020,1
000000430021,1
000000430024,1
000000430026,1
000000430027,0
000000430028,0
000000430029,1
000000430030,0
000000430031,0
000000430034,0
000000430035,0
000000430036,0
000000430037,1
000000430038,1
000000430041,0
000000430044,0
000000430045,0
000000430046,0
000000430047,0
000000430048,0
000000430049,0
000000430050,0
000000430051,0
000000430053,0
000000430060,0
000000430061,0
000000430062,1
000000430063,1
000000430064,0
000000430065,1
000000430066,0
000000430067,0
000000430068,1
000000430069,0
000000430070,1
000000430071,1
000000430076,0
000000430077,0
000000430078,1
000000430079,1
000000430080,1
000000430082,0
000000430083,0
000000430084,1
000000430085,1
000000430086,1
000000430087,1
000000430088,1
000000430089,1
000000430090,1
000000430091,1
000000430093,1
000000430094,0
000000430095,1
000000430096,0
000000430098,0
000000430099,0
000000430100,0
000000430101,0
000000430102,0
000000430103,0
000000430104,0
000000430105,0
000000430106,0
000000430107,0
000000430108,1
000000430109,1
000000430110,1
000000430111,1
000000430112,1
000000430113,0
000000430114,0
000000430115,0
000000430117,0
000000430118,0
000000430119,1
000000430120,1
000000430123,0
000000430124,1
000000430125,1
000000430126,1
000000430128,0
000000430131,0
000000430132,1
000000430133,1
000000430134,1
000000430135,0
000000430136,0
000000430141,0
000000430150,0
000000430151,1
000000430152,1
000000430153,0
000000430154,1
000000430155,1
000000430157,0
000000430158,1
000000430159,0
000000430162,0
000000430163,1
000000430164,0
000000430165,1
000000430166,1
000000430170,0
000000430171,0
000000430172,0
000000430173,1
000000430174,0
000000430175,1
000000430176,0
000000430177,1
000000430192,1
000000430193,1
000000430195,0
000000430197,1
000000430215,0
000000440000,0
000000440002,0
000000440003,0
000000440005,1
