,0
780003790102,4
000000320052,2
900000850836,1
090000719002,1
780051951601,1
000000840030,2
000000620442,1
000000800252,1
000008071065,1
780003450802,1
000000710229,2
000000700087,1
000000520024,4
000008004819,6
090000119421,1
000000800033G,5
800000375232,3
780007090702,6
000000710118,1
780050041302,3
000000640072,2
000011548002,1
000000220129,2
780003000202,1
900000752546,3
780043956402,11
000013200502,1
900000756041,2
090000619007,2
780006350402,1
780004242601,1
000000630198,1
900000755671,2
000000710148,1
780004570301,2
780005120201,2
780041953802,1
000000998232,2
780055057101,1
900000853706,3
900000751101,5
780006480101,2
000011719401,1
780007350801,1
780003070602,3
780002851002,1
000000820125,1
000000110094G,1
000000100025,2
900000857801,3
780049953002,1
780008370101,1
780008580101,2
000000810114,2
780005410201,1
780015002701,1
780041958802,4
000000700177,3
900000800541,7
000000100191,1
780004731201,2
900000752591,3
000000210170,1
780005760101,1
800000375394,2
780005001001,1
780004241501,2
900000858496,1
780009310202,2
000000600074,1
000000970413,1
780004260301,2
800000375089,1
000000110183,1
780002710201,1
780004250801,4
000000860080,1
780015005902,5
780004070501,3
000000410059,1
780009270201,1
000000920102,1
900000753701,3
900000600151,1
780007500702,1
000000650028G,2
780050048001,2
000011548802,1
000008006369,1
900000853091,2
000000810003,1
900000750736,2
000000900034,1
780008240201,1
000000809120,2
900000754961,3
800000375411,1
780004081702,1
000000700137,2
900000805386,2
780003560202,2
780005720102,5
900000753201,2
000000971953,1
090000919001,1
780008910101,3
000000230162,1
000000990145,1
000000240102,2
900000753766,4
000000360376,2
000000108072,1
780005270902,1
000000310123,1
780003360401,1
000000970007,1
000000972131,1
000000410010,2
000000210168,4
780005600301,2
780007520402,2
780004732702,3
000000990057,2
720000043304,1
000000900075,1
780003501801,11
000008007058,1
000000710043,2
780007080801,3
000000610183,1
900000753241,1
780004050201,4
000000260068,2
900000803871,3
900000805341,1
800000378171,1
800000378141,1
780008570102,1
900000858286,1
900000801316,3
000000240184,3
780004390201,2
000000910119G,2
900000752321,2
900000653656,2
900000806291,1
780041959501,2
780006321001,1
780006363701,2
900000751106,2
000000350082,3
900000751636,3
780005007502,1
780009700102,5
780007020202,1
000000550026,1
000000990096,2
900000757251,1
900000802091,3
780006363702,1
000000830005G,1
780008160301,1
000000220277,1
000000972102,3
780050046002,1
000000280502,2
780009090501,3
900000800591,8
090000839003,1
800000375434,2
000000420082,1
900000806141,2
900000851781,2
000000370038,2
780008913802,1
780006367001,4
000000910085,2
000000977672,1
780005430301,2
000000260027,1
780007550202,4
780003550401,6
000000910061G,2
780007201101,1
780004210201,4
780005007002,5
900000757516,1
900000850701,2
000000240168,3
000000320026G,2
900000754196,2
780025002002,3
000000990201,1
900000750011,3
000000800133,4
000008000480,1
000000410035,3
780025007902,2
000000340071,1
900000851831,2
000011722401,1
780050044401,6
000000370161,2
780003211001,1
000000630043,1
000000620038,5
900000850406,2
780025001402,3
000000600090,4
780003630201,1
780005210301,2
780005022201,1
000008004924,2
000000410071,1
000000300145,1
780015210202,1
780007350202,1
000000340163,1
000000360041,5
000000540075,1
000000110076G,1
000000610171,1
780003503602,4
780009230202,1
000000840171,1
000000610119,1
780004506202,1
780050050801,2
780009180401,1
800000375190,2
900000851431,1
780006210102,2
000000820026,4
780008590402,1
900000754711,2
000000830136G,1
900000752511,2
000000800271,1
000000700089,3
780004080801,1
780006301101,1
780025009301,12
780040951901,1
800000375157,1
000000977422,1
780009400301,15
800000375255,1
800000378151,1
000000610099,1
900000757351,2
780041959302,3
780005920102,1
900000858086,1
780009404302,4
780017230102,1
780003310102,1
780005970201,3
780008340102,1
900000656556,1
000000990010,1
780081430402,1
000000977952,1
000000370459,1
900000752601,3
000000210158,4
090000639002,1
900000750501,1
780004101002,1
780004820201,1
780008021202,3
000000710013G,1
000000320012,1
000000440003,2
780007422301,1
780015170701,1
900000752081,1
900000801051,2
780004770101,4
000008005095,1
000000370124,3
000000998541,1
900000806006,3
000000809303,2
900000858151,1
000000990043,6
900000600146,1
000000710172,1
000000910114G,1
000000350097,5
000000820040,4
900000803781,2
000000700004,2
800000375309,2
000000809100,3
000000360389G,1
000000900002,2
780043960901,1
900000757181,1
000000630039,4
000000210019,1
000000720019,2
000000920165,1
000000360332,1
000000840083,2
900000651206,2
000000510074,3
000000280258,2
000000370389,4
780006210101,1
000000820137,2
000011761902,1
780003840303,2
000000977173,3
780003491101,1
900000858256,1
780004110401,2
780007970201,3
000000610189,1
000000710002G,7
780006260401,2
000000820110,1
000000550032,1
000000280245,1
000000400045,9
780016040101,2
780008560101,3
000000310092,1
000000370487,1
780006360701,2
000000970691,1
000000370507,1
900000850081,2
000000280852,1
000000280220,4
000000720145G,2
900000805891,4
000000230138,2
000000820027,4
780003410402,1
000000300651,2
780003506301,1
780006362001,5
900000750056,2
780081464802,1
000000600126,6
780008020701,3
090000119007,1
000000510008,1
000000810159,1
000000310178,1
900000800746,1
780007120202,5
000000230281,2
000000000668,1
000000849108,2
000000370178,3
780006100101,4
000000370420,1
000000610120,2
000000800248,3
000000100025G,1
000008002909,1
000000650033,5
780006060601,1
780005710302,3
780006281301,1
780008710302,2
900000851256,4
000000910149,3
900000754811,2
000000840079,3
000000259110,1
800000375298,3
900000751441,1
000000549102,2
000000360346,2
000008006489,1
000000210042,1
000000230086,2
780008200301,1
900000750541,1
000000100195,1
780002850701,1
780025001201,1
000000250009,1
000000370064,1
000000710016,1
900000802331,4
900000750301,2
900000757611,1
000000720021G,2
900000756421,2
780015210201,1
000000270082,6
000000340077,1
900000806521,3
900000800664,2
780003840402,1
780003341201,1
780003100402,2
780017210101,1
000013277701,1
780005131402,2
000000100009,3
000000510062,2
780004151602,1
000000110063G,7
780004732601,1
780005880802,1
780005002702,1
000000800032G,1
000000430195,2
780004260302,2
780041001601,1
000000370470,1
000000980111,3
780007160202,1
000000630133,1
900000752281,3
000000978301,5
780043002402,4
900000700056,1
000000220286,2
780025009602,1
000000220139,2
780005002201,4
000000290073,1
000000100094,1
780007360101,1
000000350162,2
000000710119,1
900000808496,1
780008190301,1
000000820130,3
780009370201,2
780009561001,2
780004501101,3
780002330402,2
000000970053,1
000000920123,1
780008140203,1
900000600071,4
780007230202,1
780003560101,3
000000840070,1
780008310102,2
000000620067,1
780003260202,1
000000630086,1
000000360111,3
000000720032,4
800000375243,2
000000230211,2
000000620008,1
000000360349,2
000000840144,1
000000920007G,1
900000852206,4
780005840601,1
780009561102,2
720000035019,1
000000300198,2
000000610150,3
000000971162,2
000000320078,1
000000860014G,2
000000300652,1
780006271402,1
000000320033,1
900000803161,3
000000990017,1
780003502401,3
780004450101,1
000000800244,1
000000830130G,4
000000300042,2
900000850741,1
780003080204,2
000000978073,2
780008640102,2
800000375210,5
000000530025,1
000000920113,2
780009402001,1
000000300084,5
780004151501,1
000000360651,1
720000044403,2
000000971521,1
780003910302,2
000008000905,1
000000971342,1
000008003776,1
900000653746,1
900000806281,1
000000370145,1
780004090301,4
000000988081,1
000000240095,1
780003180102,5
000000630136,1
000000210153,1
780004790101,2
780007070701,3
000000720068,1
000000420024,2
900000751961,1
780049955001,1
780005001801,1
900000552421,1
900000656561,1
900000653521,1
000000430173,1
780050050301,1
000000250032,3
900000801211,2
900000756671,1
000000280042,6
000000977331,1
000000280111,2
900000552226,1
000000850051,4
780005810202,1
900000850901,1
000000240016,2
780002900301,6
900000085353,1
000000970961,1
780007040301,5
900000857371,3
900000600251,1
000000910115,3
000000990053,4
000000000952,1
000000360110,2
900000802581,1
000000220036,1
000000710022,1
000000430114,2
780004800701,3
000000720142,2
900000852626,2
780003060103,2
780008370202,1
720000075328,2
780005721602,2
780005810102,1
780009250501,1
000000220020,2
900000750826,1
000000809101,3
780003060105,1
780007250401,1
000000370391,2
000000350160,2
000000650107,1
900000802906,2
900000754186,3
900000651771,2
000000700060,2
000000230028,3
000000370485,1
000011549302,1
000000430154,1
900000803081,10
780005620102,2
000000240039,2
000000000652,1
000000270073,3
000000710111,1
780005390501,1
000000110101,5
000000900542,1
000000970471,3
780009680801,2
000000250054,1
900000652006,1
000000360382,1
800000375028,1
780004590601,3
780006280802,2
000000240074,2
780003451202,2
000000610079,4
780007090802,3
780003500501,7
000000990050,4
900000652801,1
800000310003,1
000347563001,2
900000801611,3
780006310402,5
780004101001,1
900000802776,3
780015003502,10
000000270058,1
000000640101,1
900000851066,2
780015006702,1
000000830130,2
780003430302,1
000000370000,2
780007120502,3
000000972114,1
900000800206,3
780006367301,1
000000810742,1
780003750601,3
780003300301,1
900000756721,1
780004781202,1
000000840174G,4
000000830014G,3
000000540061,3
000000609101,3
900000650546,1
000000350241,2
780011012101,1
780002770202,5
780005890101,1
000000860064,2
000000280061,2
000000820126,1
780015008802,1
000000910121G,1
900000801661,1
000000000943,2
780051955601,5
800000375241,2
800000375047,4
000000810761,1
000000280832,1
000008001654,1
780015005301,4
780043952201,4
000000971312,1
000000720076,1
900000600331,1
000000370026,2
000000550118,1
000000700171,2
000000109102,2
000000720030,5
900000857661,2
900000653396,2
000000650019,1
000000900076,1
000000370125,3
800000375445,1
800000375494,3
900000803461,1
780051959502,1
800000375421,2
900000805431,2
780002850901,1
000000370040,4
900000857096,1
000000230195,2
090000229005,2
780007531802,2
780005610101,2
000011547802,1
000000270080,4
780007180201,3
000000100054,5
780005720601,2
000000820044,1
900000650811,2
780041952201,1
000000620009,2
900000851306,2
780007061101,6
900000755271,6
000000300070,3
780003330302,2
000000800098,1
000000710220,1
900000801671,3
090000109009,1
780006260502,2
000000620045G,1
000000230048,1
800000375057,2
900000311636,1
900000803261,2
900000857026,1
780009510202,2
000000350257,2
800000375300,3
780007500201,3
800000375174,2
780009401001,16
000000310742,1
900000805311,2
780003890101,2
090000369000,1
900000651111,5
000000970611,1
780041011304,2
000000910181,4
780005008701,3
780007180202,3
900000800811,1
900000704131,2
900000651881,1
900000750241,3
900000858166,1
000000720026,4
780009403601,1
900000801141,1
780007980202,3
900000651996,1
000000610125,2
780041961601,3
780003360301,2
000000420107,1
780006369201,1
000000710258,2
780004503601,4
000000640030G,1
900000805391,2
000000499565,1
780008190102,1
000000971581,1
900000808581,1
000000809300,2
780002330202,1
780005005302,1
000000977131,1
000000850027,1
000000800080,1
000000710163,1
780003490701,2
000000360106,2
000000400034,2
780003010201,2
000000240084,4
000000970060,1
900000855351,2
000000350032,3
000000620058,5
000000840139,1
780004732002,1
780004501002,1
000000110144,1
800000375458,1
800000375399,2
900000750421,4
000000210172,1
900000750256,3
900000857156,1
000000370020,3
780008500501,7
000000720083,1
780006367501,1
900000750596,1
780009610902,1
000000800163,2
000000200077,4
780050045701,2
000000110033,1
780006364101,3
000000980093,1
900000805956,1
000000800289,4
000000650097,2
000000970661,1
780081430501,1
000000970170,3
000000820079,1
000000230279,2
780005009702,1
000000230054,4
800000375462,1
000000810731,1
000000800146,3
000000990139,1
000000260083,1
000000810087,1
000000260023,3
000000340073,4
000000710104,2
900000805146,1
780004610202,1
000000230239,3
000000100194,1
000000210148,2
000000240150,3
780005041201,1
800000376132,1
000000370440,2
000000610196G,1
780006368401,2
900000857456,2
000000490007G,10
780005100701,3
780004780601,4
800000375172,1
000000900132,2
000000220294,1
780015007201,1
780006380902,4
000000650017,2
900000752811,1
000000110135,2
800000375171,1
780002690101,2
900000553986,1
900000755636,2
000000210045,1
000012110002,1
780009160401,1
000000990105,2
900000806476,2
000000520014,1
780003340802,4
000000260102,1
000000310158,1
900000802821,1
000000978081,1
780003504201,3
780006363101,1
000000300138,5
780005004702,1
780003220401,2
000000370182,1
090000229002,2
000011544902,1
000008004466,2
780006364402,1
900000802951,3
000000700061,2
900000801391,2
780003520201,3
900000751981,3
900000803436,4
000000420090,2
000008000282,1
780084480402,4
090000719003,1
800000375271,3
000000920031,2
900000651471,3
900000801871,1
000000210087,1
780043002202,4
780007540302,3
780009030801,2
000008004903,1
780004120301,3
900000853481,1
780004090602,2
780006302401,1
000000710154,1
000000971212,2
900000752471,2
000000430005,1
900000806471,2
720000075058,2
000000350711,2
900000757641,1
000000800244G,2
780006281602,1
000000250102,8
000000320021,1
800000378002,1
780007240401,1
780009401301,1
900000900111,1
900000852501,4
000000710112,1
900000801161,2
780005390201,2
000011717802,1
000000210181,1
000000990078,2
000000700260,1
000000540107,2
720000045008,1
780009370002,1
000000320431G,1
000000610156,2
000000710024,1
900000856031,1
000000520005,1
900000754621,2
900000808546,2
780011012701,1
000000710135,1
000000630094,4
000000290203,1
000000640014,2
000000620028,1
000000430060,1
000000220026,1
900000808776,1
900000805031,1
800000375026,1
000000360312,2
780009090201,2
000000810127,2
000000410163,2
000000259105,1
000000971011,1
900000804006,2
000008001273,1
900000751031,2
780004140502,4
000000370154,3
780005420302,1
000000977841,1
780002840402,1
000000280221,2
000000640108,2
000000620044,1
000000810722,1
000000540078,1
780087540201,1
780009160202,1
000008005782,1
780025009401,12
780004210202,4
000000280224,3
900000850671,2
780085480302,1
800000378211,1
000000630149,1
900000806426,2
000000800067,1
000000410120,3
780006010601,1
000000977802,1
000000370408,2
780043002201,4
780009560102,1
000000370173,2
000000630146,1
900000751926,3
000000700118,2
900000650801,1
000008079025,1
000000430012,1
780051960101,1
780009610802,1
900000850881,1
000000240222,2
780004507202,3
000000610190,1
900000852191,2
780049952501,1
780006369701,1
900000700191,5
090000119422,1
000000240165,3
000000998441,2
090000719009,1
000000977452,2
800000375384,2
900000851996,1
780008912201,3
000000830026,1
900000900401,1
000000830014,2
000000280263,3
000000971841,1
000000710279G,2
900000850476,1
900000857036,1
780009611102,1
780003650302,2
000000100056,5
000000977491,2
780008914202,1
000000620068G,1
000000640124,2
780051974001,2
000000700221,1
000000920067,4
000000710252,1
900000857956,1
000000260592,2
000000971171,2
900000750016,2
780008930901,1
780051952402,1
780081430602,1
000000840129,3
900000753896,4
900000751286,1
780003330301,1
000008002555,1
900000754096,3
000000540050,4
780008690302,2
000000990018,2
000000360074,1
000000410193,2
000000998241,2
000347531201,2
000000620109,2
900000651436,3
000000977061,1
000000110064,8
780002830202,2
900000600131,1
000008003960,1
000008070185,1
780008220101,2
000000810433,1
780004430201,2
000000820173,1
780005040101,3
900000752096,1
000000700006,4
000000430128,1
900000752961,2
000000997001,5
900000600851,1
000000800069,1
000000820118,1
780045951302,4
000000970095,2
720000044005,2
000000820061,1
000000840037,1
780005340201,3
780005031501,1
900000855391,4
720000070302,3
800000120281,1
780008430102,2
000000980073,1
780006365103,1
000000830044,4
780003530102,2
000000710272,1
000000977822,2
000000360329,3
780005710401,4
000000800018,1
900000750971,1
000000290070,1
000000100183,1
090000109016,1
000000920101G,1
780004503602,3
000000540034,1
000000977652,1
000000100161,2
000000630157,3
000000978103,1
780004720401,4
000000240180,3
780080510001,2
000000709105,2
000000810156,2
000000410085,1
000000330153,1
780043011202,4
780002750501,4
780003750902,1
780043965402,4
780004310901,1
000000977601,1
780003690102,2
000000370533,1
000000720123,2
780002840501,1
000000360387,1
900000855356,2
000000700034,1
780006301201,2
780004020802,2
900000754286,5
780004501602,2
780005100601,3
780007050501,6
780003840601,1
780005031101,2
780007530202,3
000000700148,3
000000910116,3
000000710217,1
000000430051,1
000000700139,2
900000851591,2
900000751881,2
780007030801,5
800000375261,1
780006280601,1
900000753686,1
000000800163G,1
000000520009,2
000000110065,7
780003510202,1
780005001902,1
000000800258,2
000000370521,1
900000850626,1
000000630187,1
000000210152,1
000000830033G,1
000000499506,1
000000610101,1
000011761901,1
000000710124,1
780015130201,3
000000000836,1
900000651721,1
000000370375,1
900000751786,3
000000977732,1
000008079028,1
780006020102,2
000000340092,2
000000250022,10
800000375420,2
900000858991,1
900000753426,2
900000808406,1
090000929003,1
800000375431,1
900000750966,4
780006310501,5
780003410701,1
900000754471,1
780015490301,2
000000850059,4
000000640009,2
000000920101,1
000000720086,1
000000410180,2
900000651811,2
780004240602,3
780006010401,3
000000350002,1
000008007769,1
900000857001,1
000000400060,3
780050047201,1
900000754016,2
000000260170,1
000000860035G,2
900000803891,3
780025002101,1
780004731501,1
000000809311G,4
900000851846,2
800000310006,1
780003840702,3
000000920082,3
000000130725,4
780007080401,3
720000043301,1
090000929001,1
000000990130,1
000000710248,2
000008000023,4
000000550019,1
000000370501,1
000000998203,1
780008370102,1
780001572204,1
780004770202,3
900000600011,1
000000370180,1
780000114401,1
780003290102,1
000000000831,1
900000756796,1
900000751206,2
780004732001,1
000000630029,4
900000754991,3
000000920024,1
900000850391,2
780004502802,4
900000752191,3
780003770101,2
720000043201,1
000000650046,1
780006281101,1
900000806511,1
900000751772,1
000000270051,2
780004430302,2
000000710180,2
780006271001,1
780005007202,1
780006361702,1
780007230102,2
780006260201,4
090000909012,1
900000851111,1
000000700003,1
000000300632,1
000000800019G,1
780049951701,1
900000800026,1
780051955802,5
780004220401,2
000000640031G,1
780003341301,1
000000280010,7
900000803701,1
900000850711,1
900000901351,2
000011716901,1
000000840138,1
780003360701,1
780049953401,1
780005490201,1
780005380101,2
900000753291,1
000000600118,3
800000375321,2
780015009002,1
000000370822,1
780049951202,1
000011727501,1
000000900009,2
780003590103,1
000000210118,1
000000840006G,4
000008011230,1
000000300067,4
000000320117,2
000000810040G,1
780004130301,3
000011722502,1
780080510002,2
000000830037,2
000000860004,2
780015006502,1
000008007045,1
780008150101,2
000000210051,1
800000375463,1
000000300086,3
900000855871,4
000000430015,1
780002850101,1
000000610180,1
000000250034,5
900000852631,3
780009060501,1
000000360362,2
780040000101,2
000000530015,1
800000375060,6
780006306102,1
000000970067,2
780004450102,1
000000300016,3
780004720202,3
000008004913,1
000000970036,3
000000370466,1
000000210027,1
000000310057,2
000000300531,1
720000070204,2
000000650055,2
000000800022G,1
900000753536,3
000000820020,1
780025008601,4
800000375145,1
000000260751,1
780003870802,1
000000849102,4
900000652011,1
900000804611,3
000000630042,1
000000860028G,5
000000971572,1
000000990002,2
000000800702,2
000000650005,2
720000075566,1
000000830108,2
000000720077,1
000000610208,1
000000710018G,4
000000977242,1
780003910501,2
900000857736,1
900000802031,1
900000751071,3
780051955401,4
000000270083,4
000000320381,2
000000110128,1
780003600102,2
000000700013,2
000000910037,4
090000809003,1
000000260134,2
000000800051G,1
900000753216,2
000000520010,2
780007532302,1
900000900121,1
780004250802,4
000000236003,1
090000809000,1
900000851141,1
780007220101,1
900000755391,2
780004000601,2
780007091201,3
780009540601,2
900000852521,1
000000100047G,2
780008930701,2
800000378091,2
900000652126,1
780003610102,4
000000230072,1
780003570301,3
000000970063,4
780009630102,4
000000100136,2
780015008901,9
780003504601,1
780005250001,3
780082470101,1
000000370069,2
000000280028,4
000011547601,1
000000240194,2
900000803291,2
780044004001,2
900000802191,3
000000350054,6
000000319021,1
720000075473,1
780003240602,2
800000310004,1
780005003701,2
000000810123,2
090000709011,1
780015008701,6
000000980094,1
000000970041,1
000000900072,3
000000900067,1
780009370101,1
000000800199G,1
000000430102,1
000000520002,3
900000756661,1
800000375451,1
780005130902,2
000000980006,3
000000910007,2
000000972241,1
900000801906,1
780009680501,3
000000990150,1
000000710007,1
780007510801,6
900000850851,1
900000653931,2
900000853551,1
780007100201,4
900000850401,2
000000220011,2
780051959301,1
780005710502,1
000000610187,2
900000753551,2
090000719004,1
900000800116,1
090000609000,1
780005100402,2
000000650007,1
780008060101,1
900000752091,1
780081463201,1
900000751276,3
780005370102,1
780009680502,5
780009530301,5
900000757271,1
000000350235,1
000008010304,1
000000640010G,1
780003590101,2
000000240204,4
780025005501,15
000000728011,2
900000754312,1
000000810842,1
900000850381,1
000000630000,3
900000750131,2
000000230077,3
780009060302,1
900000650761,2
000000920202,4
000000340093,2
780041012201,1
780007200401,1
000000510014,3
780003350702,2
780003860102,1
720000075729,5
900000805751,2
780005004402,1
780003505201,13
000000800197,2
780008350102,1
000000100069,1
000000999103,1
000000810126,2
000000410148,2
000000290040,1
000000310050,2
780009230101,1
780005120501,1
000000300118,3
900000600826,3
900000802181,2
000000620096,4
900000858331,1
000000240124,5
000000410020,2
000000900159,4
000000971852,1
780084430202,1
000000830055G,5
000000410021,2
780009150101,1
000000300701,1
780008080202,2
000000350003,2
900000805221,2
000000320432,2
000000630139,1
780006280901,1
000000990079,1
780007080601,2
000000800246,1
000000820138,2
000000210079,1
780025000501,2
090000709022,1
900000750941,1
000000710201,1
000000980042,2
000000360038,4
800000375296,2
720000050113,2
000000540037,1
900000700491,1
000000360013G,1
780049952901,1
780006368501,2
000000820168,1
000000420104,1
000000610023,2
780002960401,3
000000200064,2
000000990161,1
780006368201,2
000000430078,1
900000750271,2
900000754906,1
780005840902,1
000000240071,3
000000230032,3
000000260069,2
000000720233,1
000000970108,2
000000108061,1
780005001301,2
900000850676,2
900000803771,2
780004050401,3
780005004202,3
000000900049,1
000347565001,2
780007060601,6
800000375422,2
900000853436,1
000000370121,2
780015170302,2
780002790302,2
000000430159,1
000000830025,1
780002820202,1
000000970551,1
000000920024G,1
780005280101,3
780004700202,2
000000410030,3
780008350502,1
000000840101,4
000000977801,2
780003070202,3
800000375211,1
000000720151,1
900000809566,2
780006362901,1
000000920224,1
780003840101,3
800000375418,1
780006320902,1
780003150602,1
900000753651,1
000000540032,1
780004570501,1
780009170101,1
000000630135,1
780007540102,9
780009680101,5
000000370133,2
000011717302,1
000000100011G,1
000011718301,1
000000970146,3
900000857271,2
780017230201,1
780009650501,1
780004090302,4
000000990117,1
780005390702,2
780002940102,3
000000610079G,1
900000800686,1
000000977621,1
780003900101,2
000000280053,4
780003507101,3
000000990133,1
900000804951,3
000000860060,2
900000801766,2
780005250202,3
000000630078,2
000000710306,1
800000375497,2
780007030701,2
780008330102,1
000011548502,1
000000710147,1
780007061102,5
000000710008,2
780005270302,3
800000375078,8
720000075430,2
000011719101,1
800000375428,1
000000260045,2
780011011101,1
780009200102,1
780005910101,1
000000600054,3
000000830091,1
780009561002,2
000000361002,2
780006380801,4
900000703971,1
000000980029,2
780003730102,3
720000042043,1
000000200028,3
000000100078,1
900000755061,1
900000753891,2
000000810090,1
900000757246,1
900000851071,2
000000600072,1
780025012401,1
000000420058,2
000000110115,3
780008172201,1
000000540042,1
800000375244,2
780007070901,2
780004630802,2
780009430302,1
000000620047,4
900000753566,3
900000805991,3
780009060201,2
780044000002,2
000000110057G,3
000000710176,2
000000200106,2
780006368802,1
000000260123,1
780009640901,6
900000852516,4
780006270301,2
000000830061G,3
780004250601,1
000000510000,1
000000260105,1
780009670301,2
900000650516,2
000000270362,1
000000100165,1
780003491302,1
000011718901,2
780005230201,2
000000230065,3
000000250064,2
000000100187,1
900000805706,1
000000977852,1
780007600101,1
000000610163,1
780051954001,1
780009310201,3
000000100071,1
780005040201,3
000000630074,3
000000550072,1
800000375136,4
900000850631,2
900000600201,1
000000800063,1
780005440801,1
800000375419,2
000000300050,6
000000850029,1
780002960402,3
900000805561,1
900000855876,5
780025008201,2
000000350240,5
780051954301,2
900000850791,3
900000857296,4
090000359010,1
000000910176,1
780007500203,1
000000410026,4
000000310070,2
000000810167,2
000000840140,1
780049951901,1
900000800696,1
780081430901,1
780005870102,1
780008020101,2
780008350701,2
090000709013,1
000000810771,1
000347529102,2
800000375249,3
000000978322,4
780005007901,2
000000540079,1
000000820105,2
090000919003,1
780004800802,3
900000857771,3
780051973901,2
000000209072,1
900000653421,4
000000970414,1
780004070802,1
780040951902,1
000000260107,1
780006362201,1
900000752061,2
000000910195,3
000000970561,1
000000988003,2
780006364501,1
900000752161,1
000000600048,1
000000300194,3
800000376142,1
780040001604,1
000000640113,1
900000651856,2
900000752246,3
000000720055,1
780006367002,4
000000210056,2
780005110301,2
780006363601,1
000000710237,3
900000856576,1
000000840093G,1
000000970172,3
780003507601,1
780006367202,1
780006260202,3
000000220074,3
000000310043,2
780007520602,1
000000971401,1
780007090101,2
000000260008,1
780004081501,4
000000230204,4
800000375128,3
000000360141,1
000000230081,1
000000260155,3
780005022701,1
900000809376,1
900000857356,2
780025011302,3
000000972141,1
780003240501,3
780003740102,3
000000210001G,1
000000420098,1
900000850981,2
780043955502,5
780004240501,3
000000350701,1
780004100102,1
900000755077,2
000000430135,1
000000810121,2
780003670101,2
000000800189,1
900000808526,2
000000300099,1
900000809436,1
780009401702,4
000000700035,1
000000977051,2
000000370193,2
800000375281,5
780015001202,1
000000909102,1
780004732502,3
780005370501,1
780003500701,9
000000810019,1
000000360081,1
000000280038,4
780015002901,4
000000320020,1
000000200032,2
780006010802,1
000000620113,2
000347529101,2
000000650102,1
900000857831,3
780007500501,4
780005260302,1
000000220136,2
000000419102,2
900000850031,3
000000360099,2
000000250026,1
000000310159,1
000011549301,1
780004440101,3
000000510049,1
780003140201,3
000000650076G,4
000000360370,1
900000802621,2
000000720006,4
780007061302,4
900000853621,1
780001560301,1
000000720132,2
000000920001,3
780005840602,1
900000656031,1
000000440054,1
780006030201,2
780006366601,1
000000210001,1
900000855611,1
780005840801,1
000000270352,1
780050046402,1
780005260104,1
780005005802,5
000000710259,2
780050046202,1
780081430201,1
900000806441,2
000008000801,1
000000600080,1
780009050102,3
780004080402,1
000000250258,3
000000910162,1
000000630066,1
000000250052,1
780007240501,1
900000756971,1
800000375441,1
900000800536,1
780007610101,2
780001550401,1
000000971691,1
000000610048G,1
000000990020,2
000000230245,3
000000810038,4
780009220102,1
000000800205,1
780009050101,3
000000410139,3
780003471301,1
900000801156,1
000000980072,1
900000850221,1
780003440201,1
000000828000,1
900000800936,3
800000375218,3
900000800126,1
000000630107,2
780008110102,2
000347532302,2
780003100102,2
780081463002,1
000000700042,3
780004690301,2
000000240189,1
000000100103G,1
000000849107,2
000000800321,1
780002960202,3
000000700121,1
000000290134,2
780041014502,2
900000852641,3
000000420031,2
000000610193,1
900000901326,2
900000850156,2
000000240034,2
000000260119,2
780006480602,2
780003530202,1
090000909014,2
900000754786,1
900000851836,2
000000530014,1
000000990004,1
000000920063,1
000000270111,2
000000529791,1
000000250075,2
000000250236,1
780003870201,3
900000755656,2
000000330001,1
900000750136,1
000000410168,1
780045953001,3
780003341501,1
900000855456,2
780004240601,4
780005007601,1
780003610401,1
000000840001,1
720000044401,2
000000110002,3
000000350043,3
900000800662,3
000000720067,1
000000710064G,4
000000430119,2
780007531601,1
780008160402,1
780003210202,5
720000050095,1
780099940001,1
000000840082,2
800000375165,2
000000100043,1
780004502202,3
780043952202,4
000000370442,3
000000720022,1
780049954202,1
780009430102,1
780041951402,1
780004350601,1
800000375040,4
780025000301,4
900000754176,1
000000410112,1
780005150502,3
000000210116,1
780050046001,1
000000280064,3
000000900118,1
000000240024,2
780003270202,1
780015170402,2
780051973701,1
780006362202,1
900000806871,2
900000851366,2
780002680201,1
000000300077,5
000000910165,1
000000200001,2
900000853666,3
000011718802,1
000000970030,7
000008007840,1
000000110007G,11
000000250259,3
000000910166,1
780003300302,1
000000700030,2
900000801336,1
000000100189,1
000008005888,2
780004390402,2
000000910013,1
900000850601,1
780006310401,5
900000600066,1
000000200013,1
000000970076,2
900000858231,1
000000538071,1
000000971221,2
780004300202,1
780007530401,5
780004040102,1
780005500501,1
000000440035,1
780006368302,1
780008930401,1
900000851016,1
000000800034G,1
000011548301,1
000000370132,2
900000858026,2
780051000901,4
000000370260,2
900000750141,6
000000420043,3
780004700802,1
780006310701,2
000000971492,1
000000970482,5
000347530802,2
000000900030,3
000000860292,1
900000350156,1
000000977273,1
000000610115,1
780003450401,1
000000400006,1
000000210005G,1
000000540039,1
900000752501,1
090000719010,1
000000920176,1
090000719001,1
000000280003,4
780007502801,1
000000820139,2
000008000751,1
000000650031,1
000000210175,1
000000270006,1
000000110542,1
780004830202,6
000000250067,2
780008100101,1
780007080201,3
780004505001,9
000000800185G,2
780009402802,5
090000609004,1
000000650063,1
000000830061,2
900000700131,1
000008007065,1
000000977161,1
000000900061,1
800000375373,2
900000808241,2
000000230221,2
000000998191,2
000000340037,2
